,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
train,242100,35000.00,3/1/12 0:00,present,systems engineer,Noida,m,11/24/89 0:00,88,icse,2007,80.4,cbse,6884,2,B.Tech/B.E.,computer engineering,87.65,6884,0,West Bengal,2011,565,645,615,0.9965705521,695,-1,-1,-1,-1,-1,-1,0.2009,0.0328,-0.9245,0.2973,-0.1295
train,345685,200000.00,6/1/14 0:00,present,software quality assurance tester,Bangalore,f,6/1/90 0:00,75,bihar board,2008,74,cbse,6659,2,B.Tech/B.E.,electronics & instrumentation eng,88,6659,1,Tamil Nadu,2012,575,515,465,0.538386893,405,333,315,-1,-1,-1,-1,-0.5899,-0.1206,0.9322,0.3995,-0.4776
train,1230310,240000.00,12/1/14 0:00,present,software engineer,Kolkata,m,10/24/91 0:00,76.7,icse,2010,85.5,icse,17615,2,B.Tech/B.E.,information technology,81,17615,1,West Bengal,2014,595,375,370,0.4867470084,475,-1,376,-1,-1,-1,-1,-0.7335,0.0459,-0.1437,-0.4879,-0.8608
train,592817,355000.00,9/1/12 0:00,present,software engineer,Gurgaon ,f,3/25/89 0:00,88.8,central board of secondary education,2007,78.4,central board of secondary education,6041,2,B.Tech/B.E.,biotechnology,80,6041,0,Uttar Pradesh,2012,485,525,575,0.9728987087,425,-1,-1,-1,-1,-1,-1,0.99,0.3789,0.01,-0.4879,0.2889
train,325432,320000.00,2/1/13 0:00,present,asp.net developer,Mumbai,f,10/8/90 0:00,90.4,0,2009,87.05,0,7172,2,B.Tech/B.E.,electronics & telecommunications,75.25,7172,0,Maharashtra,2012,775,615,495,0.8246664007,-1,400,-1,-1,-1,260,-1,-1.6538,-1.5273,-0.9245,0.53233,-1.9463
train,336802,460000.00,5/1/12 0:00,3/1/15 0:00,software engineer,Bangalore,m,1/1/91 0:00,87.81,0,2008,92.08,0,3076,2,B.Tech/B.E.,information technology,84.5,3076,0,Tamil Nadu,2012,535,585,415,0.6707431514,455,-1,-1,-1,-1,-1,-1,-1.5765,-0.1232,0.3817,0.70853,-0.6035
train,1139162,230000.00,9/1/13 0:00,1/1/14 0:00,electronic field service engineer,chennai,m,9/1/91 0:00,63,state board,2009,60,state board,8700,2,B.Tech/B.E.,electronics and communication engineering,67.8,8700,0,Tamil Nadu,2013,405,555,355,-1,325,-1,-1,-1,-1,-1,-1,-0.3027,-0.7866,0.3174,0.1459,-1.6273
train,1044367,300000.00,4/1/14 0:00,8/1/14 0:00,database developer,Hyderabad,m,5/27/93 0:00,86,state board,2010,85.4,state board,14382,2,B.Tech/B.E.,electronics and electrical engineering,75.3,14382,1,Telangana,2014,755,520,655,0.06222129124,405,-1,-1,-1,260,-1,-1,0.1282,0.8784,-1.3733,0.0192,0.2889
train,270455,430000.00,2/1/11 0:00,4/1/15 0:00,software test engineer,Pune,m,10/9/88 0:00,83,mpbse,2006,82.5,mpbse,10387,2,B.Tech/B.E.,computer engineering,69.1,10387,0,Madhya Pradesh,2010,345,545,585,0.8431237267,515,-1,-1,-1,-1,-1,-1,-0.7264,-0.2793,0.0914,-0.5253,0.5024
train,813205,325000.00,2/1/14 0:00,4/1/15 0:00,systems engineer,Chennai,m,7/31/91 0:00,74.2,cbse,2009,61,cbse,52,2,B.Tech/B.E.,computer science & engineering,71,52,0,Uttar Pradesh,2013,395,585,445,0.3565364877,455,-1,346,-1,-1,-1,-1,0.8463,0.3789,-0.2974,0.1459,-0.0943
train,445828,240000.00,11/1/13 0:00,present,software engineer,Noida,m,3/25/92 0:00,78.93,cbse,2009,70.8,cbse,13210,2,B.Tech/B.E.,electronics and communication engineering,65,13210,0,Uttar Pradesh,2013,385,375,575,0.8246664007,395,400,-1,-1,-1,366,-1,-0.5719,0.5008,-0.6343,0.4148,-0.169
train,774207,115000.00,8/1/14 0:00,3/1/15 0:00,technical support engineer,-1,m,2/26/91 0:00,76,state board,2008,70,state board,1375,2,B.Tech/B.E.,electrical engineering,76,1375,1,West Bengal,2012,575,554,375,0.2987691286,345,-1,-1,-1,356,-1,-1,0.99,1.3779,0.4711,-0.8682,0.6721
train,1203329,125000.00,4/1/14 0:00,9/1/14 0:00,shift engineer,Kolkata,m,4/20/90 0:00,70,icse,2008,82,icse,11154,2,B.Tech/B.E.,electrical engineering,82.1,11154,1,West Bengal,2013,650,495,450,0.2987691286,355,-1,-1,-1,356,-1,-1,0.1282,0.8784,0.01,0.7798,0.4805
train,308391,700000.00,8/1/12 0:00,8/1/15 0:00,business analyst,Bangalore,m,9/22/88 0:00,91,tamilnadu state board,2006,95,tamilnadu state board,8799,2,B.Tech/B.E.,computer engineering,74.5,8799,0,Tamil Nadu,2010,515,595,375,-1,-1,-1,-1,-1,-1,-1,-1,0.2009,1.2808,-0.9245,-1.7004,-0.7615
train,325403,100000.00,5/1/13 0:00,present,java developer,kolhapur,f,5/1/91 0:00,76.93,0,2008,79.5,0,7172,2,B.Tech/B.E.,computer engineering,63.25,7172,0,Maharashtra,2012,394,475,515,0.7656735812,485,-1,-1,-1,-1,-1,-1,0.2009,0.9688,-1.7954,-0.4078,0.5419
train,908925,300000.00,5/1/14 0:00,present,software engineer,Madurai ,f,11/9/92 0:00,88.6,cbse,2010,90.67,state board,1114,2,B.Tech/B.E.,electronics and communication engineering,86.77,1114,0,Tamil Nadu,2014,730,670,735,0.7833035367,445,388,-1,-1,-1,-1,-1,0.2718,0.5454,0.1637,1.1601,-0.4776
train,252559,225000.00,11/1/12 0:00,4/1/14 0:00,risk consultant,chennai,m,2/28/90 0:00,76,state board,2007,79.9,state board,1019,2,B.Tech/B.E.,computer engineering,74,1019,1,Tamil Nadu,2011,525,475,385,0.8194165298,505,-1,-1,-1,-1,-1,-1,0.3555,0.9688,-0.4891,0.0623,0.9763
train,914228,145000.00,9/1/14 0:00,1/1/15 0:00,telecom engineer,Noida,f,1/12/92 0:00,82,state board,2010,76.6,cbse,14351,2,B.Tech/B.E.,electronics and communication engineering,82,14351,0,Punjab,2014,520,475,560,0.4935963873,-1,324,-1,-1,-1,313,-1,0.7027,0.2124,-1.6807,0.7798,0.0973
train,1081706,570000.00,8/1/14 0:00,present,technical support engineer,Bangalore,m,8/26/92 0:00,78.2,cbse,2010,86.8,"board of intermediate education, ap",4752,2,B.Tech/B.E.,electronics & telecommunications,70,4752,0,Andhra Pradesh,2014,665,655,680,0.6493897148,-1,356,-1,-1,-1,356,-1,-0.159,0.8784,0.4711,-0.1076,0.4805
train,965642,350000.00,8/1/14 0:00,4/1/15 0:00,software developer,Bangalore,m,1/28/93 0:00,94,state board,2010,84,state board,8823,2,B.Tech/B.E.,computer science & engineering,80,8823,0,Tamil Nadu,2014,355,290,450,-1,-1,-1,-1,-1,-1,-1,-1,-0.159,-0.4536,0.6248,0.2727,1.247
train,127290,555000.00,1/1/11 0:00,4/1/15 0:00,systems engineer,Chennai,m,6/10/88 0:00,84.67,"state board of secondary education, ap",2006,95.9,"board of intermediate education, ap",1487,2,B.Tech/B.E.,electronics and communication engineering,74.69,1487,0,Andhra Pradesh,2010,455,395,645,0.9107701642,475,433,-1,-1,-1,-1,-1,-0.4173,-0.5913,0.8171,0.5323,-0.9194
train,1172229,175000.00,4/1/13 0:00,present,software developer,Coimbatore,f,6/14/91 0:00,88,state board,2008,83,state board,1367,2,B.Tech/B.E.,computer science & engineering,85.5,1367,0,Tamil Nadu,2012,335,400,330,0.2378028398,325,-1,315,-1,-1,-1,-1,0.5591,-0.1206,-0.1437,-0.1076,-0.8608
train,654726,100000.00,9/1/13 0:00,10/1/14 0:00,seo executive,Jaipur,m,7/4/91 0:00,58,rajasthan board of secondary education,2009,62,rajasthan board of secondary education,5420,2,B.Tech/B.E.,computer science & engineering,62,5420,0,Rajasthan,2013,335,375,310,0.216785486,325,-1,-1,-1,-1,-1,-1,-0.4463,0.5454,0.9322,1.1601,0.2889
train,1094191,300000.00,9/1/14 0:00,present,software engineer,Noida,f,3/5/93 0:00,88.8,cbse,2010,80,cbse,12737,2,B.Tech/B.E.,computer science & engineering,76,12737,1,Rajasthan,2014,720,530,415,0.4867470084,435,-1,376,-1,-1,-1,-1,0.4155,-0.2871,-0.4511,-0.8682,-0.6692
train,415282,215000.00,3/1/13 0:00,4/1/14 0:00,project manager,Bhubaneswar,m,6/15/91 0:00,86,hsce,2008,68.69,chse,5818,2,B.Tech/B.E.,computer science & engineering,82.5,5818,0,Orissa,2012,445,475,485,0.5632678237,425,-1,-1,-1,-1,-1,-1,0.626,0.3448,-0.4891,0.3561,-1.2354
train,52581,180000.00,6/1/09 0:00,8/1/10 0:00,software engineer,Bangalore,m,6/1/87 0:00,65.5,karnataka secondary education,2006,69.5,"department of technical education, bangalore",356,2,B.Tech/B.E.,information technology,56.7,356,1,Karnataka,2009,405,355,295,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.881,0.5008,-0.1988,0.0623,0.9763
train,707108,485000.00,9/1/13 0:00,present,software engineer,noida,m,4/24/92 0:00,92.3,state board,2009,95,state board,13741,2,B.Tech/B.E.,electronics and communication engineering,80,13741,0,Andhra Pradesh,2013,465,570,680,0.6944793277,485,366,-1,-1,-1,-1,-1,1.1336,1.5293,0.3034,-1.8824,0.9404
train,322657,430000.00,8/1/13 0:00,4/1/15 0:00,quality assurance test engineer,Hyderabad,m,6/20/91 0:00,81,"board of secondary education,odisha",2008,63,"chse,odisha",3427,2,B.Tech/B.E.,electronics and communication engineering,74.44,3427,0,Orissa,2012,545,475,555,0.124502074,-1,233,-1,-1,-1,-1,-1,0.0464,0.2668,0.8171,1.58993,-0.2875
train,108902,85000.00,8/1/12 0:00,5/1/13 0:00,software engineer,Pune,m,1/21/87 0:00,50.66,maharashtra nasik board,2004,55.33,maharashtra nasik board,331,2,MCA,computer application,57.92,331,1,Maharashtra,2011,445,325,195,0.4883479768,405,-1,-1,-1,-1,-1,-1,1.2828,-1.3713,0.8171,0.8848,0.5024
train,795018,180000.00,1/1/14 0:00,8/1/14 0:00,management trainee,Noida,m,6/26/91 0:00,71.3,cbse,2008,63.8,state board,222,2,MCA,computer application,79.6,222,0,Jharkhand,2014,325,475,370,0.6226429158,425,-1,407,-1,-1,-1,-1,-1.308,-0.2871,-0.2974,1.1601,-1.244
train,1118955,325000.00,8/1/14 0:00,4/1/15 0:00,system engineer,trivandrum,m,11/1/91 0:00,75.4,cbse,2010,75.2,cbse,16161,2,B.Tech/B.E.,electronics & telecommunications,74.41,16161,0,Orissa,2014,665,595,500,0.9432721579,475,452,-1,-1,-1,-1,-1,1.1336,0.6211,1.9801,-1.1218,-0.6692
train,327371,390000.00,6/1/12 0:00,7/1/14 0:00,operations manager,Pune,f,11/28/90 0:00,87.6,0,2008,89.67,0,6196,2,B.Tech/B.E.,electronics and communication engineering,71.3,6196,0,Maharashtra,2012,475,475,554,0.538386893,-1,333,-1,-1,-1,-1,-1,0.0464,0.8128,0.3817,0.88483,0.3444
train,587792,310000.00,12/1/12 0:00,present,senior software engineer,-1,m,7/5/90 0:00,61.83,up board,2007,62.8,up board,49,1,B.Tech/B.E.,computer engineering,64.14,49,0,Uttar Pradesh,2012,485,560,680,0.8646854134,525,-1,-1,-1,-1,-1,-1,0.7027,0.2124,0.7785,0.3995,-0.0943
train,1001839,360000.00,2/1/14 0:00,present,assistant professor,-1,m,2/17/87 0:00,60.14,state board,2004,63.77,state board,11872,1,M.Tech./M.E.,other,74.33,11872,0,Chhattisgarh,2013,475,570,655,-1,495,-1,530,-1,-1,-1,-1,1.5644,0.7119,1.547,-1.2486,0.4805
train,347225,150000.00,10/1/12 0:00,1/1/13 0:00,technical support engineer,Bangalore,f,5/17/90 0:00,76,icse,2008,77,isc,12478,2,B.Tech/B.E.,computer engineering,73,12478,0,Uttar Pradesh,2012,445,375,565,0.6000571823,435,-1,-1,-1,-1,-1,-1,0.51,1.0858,0.4906,-0.9953,0.9763
train,240465,470000.00,7/1/11 0:00,3/1/15 0:00,systems engineer,Kolkata,m,2/15/90 0:00,77.38,west bengal board of secondary examination (wbbse),2007,75,west bengal council of higher secondary examination (wbchse),253,2,B.Tech/B.E.,information technology,8.88,253,1,West Bengal,2011,445,495,625,0.9014895714,545,-1,-1,-1,-1,-1,-1,-0.4173,-1.6833,0.5269,-1.7004,-0.9194
train,1081172,145000.00,10/1/14 0:00,present,field service engineer,Bhubaneswar,m,9/13/91 0:00,67,cbse,2010,58,cbse,7814,2,B.Tech/B.E.,information technology,84,7814,0,Orissa,2014,560,470,450,0.744758354,285,-1,438,-1,-1,-1,-1,-0.7335,0.3789,0.7785,0.7798,0.8637
train,794381,325000.00,7/1/14 0:00,7/1/15 0:00,systems engineer,Chandigarh,m,12/17/91 0:00,89,cbse,2010,85.2,cbse,8346,2,B.Tech/B.E.,mechanical engineering,68.76,8346,0,Uttar Pradesh,0,695,655,680,0.7553751209,-1,-1,-1,446,-1,-1,-1,1.1336,0.3789,-0.2974,-0.3612,-1.244
train,318988,455000.00,11/1/12 0:00,present,engineer,Bangalore,m,8/22/90 0:00,60,icse,2008,88,ipe,5071,2,B.Tech/B.E.,electronics & instrumentation eng,69,5071,0,Andhra Pradesh,2012,375,315,375,0.6944793277,-1,366,-1,-1,-1,-1,-1,-1.6538,0.2668,0.4906,1.58993,-0.1295
train,110817,200000.00,3/1/10 0:00,3/1/11 0:00,get,Hyderabad,m,5/15/89 0:00,80,ssc,2007,74.53,sbtet,964,2,B.Tech/B.E.,electronics and electrical engineering,68,964,1,Telangana,2010,385,345,425,0.2294817549,275,266,-1,-1,-1,-1,-1,-0.4173,0.3448,0.3817,-0.6428,0.9763
train,216031,130000.00,12/1/11 0:00,1/1/14 0:00,lecturer,GREATER NOIDA,m,9/9/90 0:00,70.33,upboard,2006,72,upboard,350,2,B.Tech/B.E.,electronics and electrical engineering,67.46,350,0,Uttar Pradesh,2011,305,395,404,0.05879280001,315,200,-1,-1,-1,286,-1,0.8192,-1.0593,0.3817,1.3549,1.4502
train,272353,400000.00,3/1/12 0:00,present,project engineer,Bangalore,m,6/14/88 0:00,65,uttar pradesh board,2006,76.6,uttar pradesh board,13808,2,B.Tech/B.E.,computer science & engineering,72,13808,0,Uttar Pradesh,2011,625,535,605,0.9682374959,605,-1,-1,-1,-1,-1,-1,0.2009,0.1888,-0.9245,0.0623,-0.2875
train,281940,660000.00,8/1/11 0:00,present,assistant manager,-1,m,7/31/89 0:00,63.16,icse,2006,60.6,isc,4450,2,B.Tech/B.E.,industrial & production engineering,66,4450,0,Uttar Pradesh,2011,605,545,525,0.2067106183,315,-1,-1,313,-1,-1,-1,-1.6538,-1.5273,-0.9245,0.4148,-1.3934
train,283847,200000.00,6/1/11 0:00,present,lecturer,chennai,m,4/3/90 0:00,66.15,holy cross matriculation hr sec school,2007,69,holy cross matriculation hr sec school,439,2,B.Tech/B.E.,computer engineering,70,439,1,Tamil Nadu,2011,495,355,355,0.24545566,335,-1,-1,-1,-1,-1,-1,-1.3447,-2.6193,-0.344,0.5323,-1.0774
train,986293,200000.00,7/1/14 0:00,4/1/15 0:00,executive assistant,Noida,m,1/5/92 0:00,64.2,cbse,2009,64,cbse,137,2,B.Tech/B.E.,electronics and instrumentation engineering,67.7,137,0,Uttar Pradesh,2014,395,590,535,0.9432721579,375,452,-1,-1,-1,-1,-1,-1.4517,-0.4536,0.1637,-0.1076,0.2889
train,1034791,315000.00,2/1/14 0:00,4/1/15 0:00,systems engineer,Pune,m,11/16/90 0:00,77.8,cbse,2009,78,cbse,14019,2,B.Tech/B.E.,electronics and communication engineering,76,14019,0,Haryana,2013,640,520,570,0.1121394382,-1,228,-1,-1,-1,-1,-1,1.5644,0.8784,-0.9122,-2.643,-1.8189
train,1065846,400000.00,4/1/14 0:00,present,manufacturing engineer,gurgaon,m,3/24/93 0:00,77.8,cbse,2010,69,cbse,12374,2,B.Tech/B.E.,electrical engineering,71.7,12374,0,Punjab,2014,475,510,475,0.193768442,-1,292,-1,-1,324,-1,-1,-0.4463,0.0459,0.7785,0.3995,0.2889
train,78728,240000.00,7/1/10 0:00,1/1/11 0:00,rf engineer,-1,m,2/21/86 0:00,53.6,up board,2002,61.2,up board,1920,2,B.Tech/B.E.,electronics & telecommunications,65.24,1920,0,Uttar Pradesh,2010,385,565,525,0.538386893,415,333,-1,-1,-1,-1,-1,-0.1082,1.4368,1.2525,-1.3478,1.2923
train,677265,350000.00,12/1/13 0:00,present,software engineer,Navi Mumbai,m,7/2/91 0:00,80,cbse,2009,76.4,cbse,457,2,B.Tech/B.E.,electronics and communication engineering,72.8,457,0,Rajasthan,2013,685,555,650,0.6944793277,-1,366,-1,-1,-1,-1,-1,0.4155,0.3789,-1.2196,0.9066,0.4805
train,1106216,325000.00,5/1/14 0:00,present,ios developer,-1,m,1/15/92 0:00,76.6,cbse,2010,72.8,cbse,10185,2,B.Tech/B.E.,computer science & engineering,76,10185,0,Haryana,2014,500,530,620,0.9989669439,735,-1,-1,-1,-1,-1,-1,-0.4463,-2.7846,-1.527,0.3995,-2.0105
train,894646,205000.00,9/1/14 0:00,11/1/15 0:00,sales executive,Hyderabad,m,5/12/93 0:00,85,state board,2010,76.7,state board,14820,2,B.Tech/B.E.,mechanical engineering,67.66,14820,0,Andhra Pradesh,2014,520,350,325,0.4590158405,-1,-1,-1,376,-1,-1,-1,0.8463,0.0459,-1.9881,0.7798,1.6302
train,329688,480000.00,7/1/12 0:00,1/1/15 0:00,system engineer,Mumbai,m,4/21/91 0:00,91,0,2008,79,0,253,2,B.Tech/B.E.,computer engineering,76.4,253,1,West Bengal,2012,485,535,655,0.8646854134,525,233,-1,-1,-1,-1,-1,-1.1128,0.3448,0.0914,-0.70157,-0.4455
train,1063466,335000.00,2/1/14 0:00,present,asp.net developer,Chennai,m,9/20/91 0:00,83.69,state board,2009,77.83,state board,1358,2,B.Tech/B.E.,electronics engineering,60.5,1358,1,Maharashtra,2013,630,580,510,-1,565,-1,-1,-1,-1,-1,-1,-0.7335,0.7119,-0.7585,-0.995,-1.0524
train,955595,100000.00,7/1/14 0:00,present,php developer,New Delhi,f,1/17/93 0:00,89.6,cbse,2010,74.6,cbse,12666,2,B.Tech/B.E.,electronics & telecommunications,71.2,12666,0,Uttar Pradesh,2014,425,610,555,0.6493897148,-1,356,-1,-1,-1,286,-1,-0.8772,-0.4536,-0.1437,-0.4879,-0.0943
train,818107,105000.00,4/1/14 0:00,1/1/15 0:00,production engineer,new delhi,m,7/1/92 0:00,57,up board,2008,65.8,up board,7881,2,B.Tech/B.E.,electronics and communication engineering,65.23,7881,0,Uttar Pradesh,2012,500,385,370,0.7833035367,-1,388,-1,-1,-1,-1,-1,0.4155,-0.2871,0.3174,1.1601,-0.0943
train,51094,400000.00,10/1/10 0:00,present,programmer analyst,Chennai,m,1/24/89 0:00,81,matriculation,2006,78,state board,439,2,B.Tech/B.E.,electronics and communication engineering,73,439,1,Tamil Nadu,2010,335,355,415,0.8246664007,-1,400,-1,-1,-1,-1,-1,-0.2628,0.5008,-1.2148,1.4724,-0.1295
train,1143383,120000.00,12/1/14 0:00,4/1/15 0:00,marketing assistant,Jodhpur,m,7/6/93 0:00,80.04,cbse,2011,56.04,cbse,11444,2,B.Tech/B.E.,computer science & engineering,60.48,11444,0,Rajasthan,2015,545,565,465,0.4867470084,485,-1,376,-1,-1,-1,-1,1.1336,1.5444,0.4711,-1.2486,0.8637
train,582371,325000.00,11/1/13 0:00,4/1/15 0:00,technical support engineer,Noida,m,5/6/91 0:00,85.6,cbse,2009,85.2,cbse,8195,1,B.Tech/B.E.,information technology,74.7,8195,1,Delhi,2013,650,610,705,0.8841225116,535,-1,-1,-1,-1,-1,-1,-1.4517,-0.6201,-0.4511,-0.3612,-1.0524
train,1156350,100000.00,9/1/13 0:00,6/1/14 0:00,qa analyst,Jaipur,f,10/23/92 0:00,78.3,cbse,2009,74,cbse,10612,2,B.Tech/B.E.,computer science and technology,70.1,10612,1,Rajasthan,2013,465,375,405,0.1901534056,315,-1,-1,-1,-1,-1,-1,-0.4463,0.0459,-0.6048,0.3995,0.4805
train,331155,360000.00,3/1/13 0:00,present,software developer,Hyderabad,f,10/6/90 0:00,93,ssc,2008,94.6,board of intermediate ap,9769,2,B.Tech/B.E.,electronics and communication engineering,78.15,9769,1,Telangana,2012,515,635,725,0.6944793277,-1,366,-1,-1,-1,260,-1,0.8578,1.7488,0.0914,-1.3184,0.5024
train,288006,205000.00,12/1/11 0:00,5/1/14 0:00,lecturer,pune,m,10/5/89 0:00,78.86,0,2007,68.83,0,223,2,B.Tech/B.E.,electronics and communication engineering,57.54,223,1,Maharashtra,2011,495,545,495,0.538386893,-1,333,-1,-1,-1,233,-1,-2.272,-0.4353,-0.1988,-0.2902,0.1864
train,1171988,320000.00,4/1/14 0:00,present,programmer analyst,-1,f,10/7/91 0:00,90,state board,2009,91.8,state board,631,2,B.Tech/B.E.,electronics and communication engineering,75,631,0,Kerala,2013,560,520,390,-1,-1,-1,-1,-1,-1,-1,-1,0.5591,0.2124,-0.7585,0.3995,0.6721
train,731214,100000.00,1/1/13 0:00,12/1/13 0:00,php developer,kolkata,m,10/12/90 0:00,72,state board,2009,73,state board,2921,2,B.Tech/B.E.,electrical engineering,70.6,2921,0,West Bengal,2013,405,545,280,0.06222129124,455,200,-1,-1,260,-1,-1,-1.5953,-0.4536,-0.6048,0.3995,-0.0943
train,946109,180000.00,3/1/14 0:00,present,civil engineer,Ahmedabad,m,10/10/92 0:00,79.2,state board,2010,73.2,state board,13388,2,B.Tech/B.E.,civil engineering,78.3,13388,0,Madhya Pradesh,2014,345,315,575,0.2557781937,-1,-1,-1,-1,-1,-1,292,-0.5899,-2.4516,-1.2196,0.9066,-1.4356
train,385442,820000.00,7/1/14 0:00,3/1/15 0:00,software engineer,New Delhi,m,10/28/90 0:00,81.2,cbse,2007,87.6,hbse,120,1,M.Tech./M.E.,information technology,8.89,120,0,Karnataka,2014,595,615,794,0.9795217443,625,-1,-1,-1,-1,-1,-1,-0.881,-0.0842,-0.4891,-0.0552,-0.2875
train,282000,315000.00,7/1/12 0:00,10/1/14 0:00,software engineer,Pune,m,3/23/89 0:00,76,uttar pradesh board,2006,75,uttar pradesh board,4450,2,B.Tech/B.E.,information technology,65.48,4450,0,Uttar Pradesh,2011,375,535,575,0.6000571823,435,-1,-1,-1,-1,-1,-1,0.6646,-0.1232,1.5428,0.0623,0.3444
train,1117475,200000.00,4/1/15 0:00,4/1/15 0:00,software developer,Pune,f,11/16/91 0:00,70.61,state board,2009,70.83,state board,16578,2,B.Tech/B.E.,computer engineering,60,16578,1,Maharashtra,2013,385,410,370,0.2378028398,465,-1,315,-1,-1,-1,-1,-0.5899,-0.2871,0.7785,0.7798,-0.6692
train,530178,180000.00,8/1/13 0:00,10/1/14 0:00,engineer,noida,m,7/15/90 0:00,66,state board,2007,68,state board,11759,2,B.Tech/B.E.,mechanical engineering,69.7,11759,0,Uttarakhand,2013,545,560,400,0.1304417357,-1,-1,-1,286,-1,-1,-1,-1.2287,-0.9033,-0.1988,2.4712,0.3444
train,1289692,250000.00,4/1/15 0:00,present,entry level management trainee,Mangalore,f,4/25/92 0:00,75,cbse,2010,81,state board,4913,2,B.Tech/B.E.,computer science & engineering,67,4913,0,Karnataka,2014,560,410,465,0.6226429158,445,-1,407,-1,-1,-1,-1,0.4155,-0.7866,-0.2974,0.2727,0.0973
train,421679,120000.00,6/1/12 0:00,5/1/13 0:00,assistant software engineer,Ghaziabad,m,7/3/89 0:00,62.8,up board,2006,60,up board,79,2,B.Tech/B.E.,computer science & engineering,70.26,79,0,Uttar Pradesh,2012,345,455,554,0.216785486,325,-1,-1,-1,-1,-1,-1,0.2009,-0.6693,0.2729,1.2374,-0.4455
train,983233,325000.00,4/1/13 0:00,present,programmer analyst,New Delhi,m,9/24/91 0:00,78,cbse,2009,81.4,cbse,378,2,B.Tech/B.E.,electronics and communication engineering,63.1,378,0,Haryana,2013,545,505,425,-1,515,-1,-1,-1,-1,-1,-1,1.7081,0.8784,1.3933,-1.1218,1.247
train,626764,350000.00,11/1/13 0:00,present,web application developer,Noida,f,2/14/92 0:00,90,cbse,2009,84,cbse,7626,2,B.Tech/B.E.,information technology,72.48,7626,0,Uttar Pradesh,2013,720,520,485,0.8431237267,515,-1,-1,-1,-1,-1,-1,1.4208,1.2114,0.9322,1.794,0.2889
train,144942,205000.00,8/1/14 0:00,4/1/15 0:00,help desk technician,Noida,m,4/5/89 0:00,53,cbsc,2007,54,cbsc,1744,2,MCA,computer application,61,1744,0,Uttar Pradesh,2013,495,515,405,0.4867470084,465,-1,376,-1,-1,-1,-1,0.8463,0.2124,0.9322,-2.2627,0.4805
train,806997,205000.00,11/1/13 0:00,4/1/15 0:00,online marketing manager,Ghaziabad,f,4/29/91 0:00,66,cbse,2008,68,cbse,9508,2,B.Tech/B.E.,computer science & engineering,71,9508,0,Uttar Pradesh,2012,500,555,605,0.9113952784,465,-1,500,-1,-1,-1,-1,1.4208,1.2114,0.9322,-0.6147,1.0554
train,144943,120000.00,1/1/15 0:00,present,software developer,delhi,m,8/12/88 0:00,61,cbse,2006,63.8,cbse,8351,1,MCA,computer application,67,8351,0,Karnataka,2014,495,525,355,0.6226429158,665,-1,407,-1,-1,-1,-1,-0.0154,0.5454,0.4711,-2.0092,-1.0524
train,839626,120000.00,7/1/14 0:00,present,software engineer,-1,f,4/10/91 0:00,67.06,state board,2008,70.67,state board,13271,2,B.Tech/B.E.,computer engineering,55.5,13271,1,Maharashtra,2012,440,440,385,0.1447898895,435,-1,284,-1,-1,-1,-1,1.1336,-0.2871,-0.1437,0.1459,0.2889
train,1059888,500000.00,8/1/14 0:00,present,software engineer,Chennai,m,6/4/93 0:00,94,state board,2010,89.7,state board,13668,2,B.Tech/B.E.,computer science & engineering,94,13668,1,Tamil Nadu,2014,685,615,775,0.9743961125,615,-1,-1,-1,-1,-1,-1,0.5591,0.5454,-0.6048,0.5262,0.0973
train,65300,480000.00,3/1/11 0:00,present,systems engineer,Bangalore,m,10/8/88 0:00,82.24,sslc,2006,78,pu  board karnataka,545,2,B.Tech/B.E.,computer engineering,68,545,1,Karnataka,2010,415,265,335,0.4508765845,395,-1,-1,-1,-1,-1,-1,-0.2628,0.8128,0.9623,0.4148,-0.2875
